balanced_rank,token_label,token_currency,token_issuer,dex_tx_count,amm_tx_count,clob_tx_count,both_sides_min_tx,both_sides_hmean_tx,balance_ratio,overlap_tx_count,overlap_share_of_min,amm_unique_ledger_count
152,X,5800000000000000000000000000000000000000,ruxT12tH2mrccHFDjnjqWyGfAxYxYMHLA,475,455,25,25,47.395833333333336,0.054945054945054944,5,0.2,343
153,BERT,4245525400000000000000000000000000000000,rpwAnF1mMZRszxdinETFHwzGQiPgsv3jHR,1258,1239,24,24,47.087885985748215,0.01937046004842615,5,0.20833333333333334,722
154,JDR,JDR,rLJCLUYgBkJ1vnWVozu979nR9641vZPeCu,226,217,24,24,43.219917012448136,0.11059907834101383,15,0.625,121
155,RUGBTC,5255474254430000000000000000000000000000,rPVRVHkENgkPa7oQ7ARcEZ7KdsK3YTj6Xo,115,103,24,24,38.92913385826772,0.23300970873786409,12,0.5,67
156,SHROOMIES,5348524F4F4D4945530000000000000000000000,r4M4TzSypz2gRdS86hTM7oFcSs6yRmEPKZ,45914,45896,23,23,45.976959428558985,0.0005011329963395503,5,0.21739130434782608,44395
157,BULLCEMBER,42554C4C43454D42455200000000000000000000,rhpPgTbu4eTsUMFzbpRSXT1QtH2KpCLxBF,1107,1099,23,23,45.05704099821747,0.020928116469517744,15,0.6521739130434783,644
158,SOL589,534F4C3538390000000000000000000000000000,rE6EJTJLJY6jdcHCJgUegFMf67u5ovu3wm,1003,994,23,23,44.95968534906588,0.023138832997987926,14,0.6086956521739131,733
159,XBANK,5842414E4B000000000000000000000000000000,r4qey7sJ5vPAVq6Hn3GtXre8eZMkcN8Y9f,383,372,23,23,43.321518987341776,0.06182795698924731,12,0.5217391304347826,232
160,WXRP,5758525000000000000000000000000000000000,rEa5QY8tdbjgitLyfKF1E5Qx3VGgvbUhB3,109,91,23,23,36.719298245614034,0.25274725274725274,5,0.21739130434782608,85
161,Dubai Real Estate,4475626169205265616C20457374617465000000,rDUbai5NvZtGqGXxUtiTZhMmYAqh8BweZJ,93,89,23,23,36.55357142857143,0.25842696629213485,19,0.8260869565217391,83
162,Fava,4661766100000000000000000000000000000000,rPhLHqVRvk2JiMCc3fw2PsJNdUgADFbWhE,54498,54489,22,22,43.98224211627011,0.0004037512158417295,13,0.5909090909090909,19373
163,COBALT,434F42414C540000000000000000000000000000,rCoBALTd1RrJtGoiXJD4Am1TJh5qBAY2A,34362,22,34341,22,43.971830166167095,0.0006406336449142425,1,0.045454545454545456,20
164,PEPE,5045504500000000000000000000000000000000,rJEApMjV7KVVopB8NB1WXQpQYVu84vRGTa,1190,1170,22,22,43.18791946308725,0.018803418803418803,2,0.09090909090909091,748
165,8LOL,384C4F4C00000000000000000000000000000000,rfmMR1iw2UG9RrfiH6p1jnncmdy57TRpUz,475,463,22,22,42.004123711340206,0.047516198704103674,10,0.45454545454545453,326
166,DEFIMFER,444546494D464552000000000000000000000000,rwtiU6S6sLxSrFfznMPAaTp46X6kWdFRzH,247,233,22,22,40.20392156862745,0.0944206008583691,8,0.36363636363636365,176
167,BRITTO,42524954544F0000000000000000000000000000,rfxwXDzenkYoXSEbNA4cZjaT9FY3eeL47e,98,83,22,22,34.78095238095238,0.26506024096385544,7,0.3181818181818182,63
168,CHAOS,4348414F53000000000000000000000000000000,r9x2gBJncTSo8kK3kf7qE5qYoJCfSQoEkq,1681,1669,21,21,41.47810650887574,0.012582384661473937,9,0.42857142857142855,1185
169,XRT,XRT,rPJZgsLwReG7oTKKcn3J1zvFV2iYsHUunb,594,589,21,21,40.554098360655736,0.035653650254668934,16,0.7619047619047619,431
170,VPRSM,565052534D000000000000000000000000000000,rDtJVoGix8XyPN6xxzRz4uf3NDqxm13w2P,500,497,21,21,40.2972972972973,0.04225352112676056,18,0.8571428571428571,337
171,MALACHI,4D414C4143484900000000000000000000000000,rHm32PhsgaV5NYJSfVE71qqdgzwHtDNTyF,455,445,21,21,40.107296137339056,0.04719101123595506,11,0.5238095238095238,297
172,MASK,4D41534B00000000000000000000000000000000,rUc3QqLuP1wi3aHCey3hjzDFocmYrbFRKD,110,102,21,21,34.829268292682926,0.20588235294117646,13,0.6190476190476191,81
173,CODED,434F444544000000000000000000000000000000,rnNErmg9xVmcxxNZUwivbJSH6i9GUwYPFj,1371,1371,20,20,39.42487419122933,0.014587892049598834,20,1.0,761
174,MDS,MDS,rGF4scYCuPQQGNzk7SX9pnN6GaTbRRqxnx,1195,1185,20,20,39.33609958506224,0.016877637130801686,10,0.5,898
175,MXMW,4D584D5700000000000000000000000000000000,rnCHN2NWQ8ZYzMcpNrygy1HKDWReZBVChT,925,915,20,20,39.144385026737964,0.02185792349726776,10,0.5,375
176,XCNS,58434E5300000000000000000000000000000000,rJTwiThswADuUz94eiHLPDDvDgL5Mjc9oN,897,884,20,20,39.11504424778761,0.02262443438914027,7,0.35,592
177,scrap,7363726170000000000000000000000000000000,rGHtYnnigyuaHehWGfAdoEhkoirkGNdZzo,875,865,20,20,39.09604519774011,0.023121387283236993,10,0.5,470
178,coreum905c098732,636F7265756D3930356330393837333200000000,rxXXXeMX8Gy5YvibvGLnQJ1XKKD7UswM1,798,786,20,20,39.007444168734494,0.02544529262086514,8,0.4,534
179,XUM,XUM,r465PJyGWUE8su1oVoatht6cXZJTg1jc2m,259,247,20,20,37.00374531835206,0.08097165991902834,8,0.4,191
180,CIRCLE,434952434C450000000000000000000000000000,rCRCjtFxswTxNCEXa5Xux41vNsbUdaB2N,38,23,20,20,21.3953488372093,0.8695652173913043,5,0.25,23
181,FAFO,4641464F00000000000000000000000000000000,rNc4mEgUohwTEV7uiK1nurNE1BmZi9sPjS,2676,2669,19,19,37.73139880952381,0.007118771075309105,12,0.631578947368421,1307
182,OVO,OVO,rgYfewBWZeTgaRG6iA4zwy6q9WzaHKjYL,756,752,19,19,37.063553826199744,0.02526595744680851,15,0.7894736842105263,493
183,XWAR,5857415200000000000000000000000000000000,rJAm3vMSiwCZHxLygaTdmiqCUG8YeSJFVy,43,25,19,19,21.59090909090909,0.76,1,0.05263157894736842,20
184,XRPLOL,5852504C4F4C0000000000000000000000000000,r3o6UJoiaWdvDPRkEZYvJn4twhXCKMKyau,621,613,18,18,34.973058637083994,0.02936378466557912,10,0.5555555555555556,423
185,LIFER,4C49464552000000000000000000000000000000,rHsWP9nJzFwXwdu5mio3WXapN61ahE3HGk,358,352,18,18,34.24864864864865,0.05113636363636364,12,0.6666666666666666,225
186,20130101,3230313330313031000000000000000000000000,rBHXpiiuom8XNf6wKhUF4HDDubR8GLjner,241,230,18,18,33.38709677419355,0.0782608695652174,7,0.3888888888888889,162
187,XBONK,58424F4E4B000000000000000000000000000000,rD8jgAhDcezSDKGYhpg9v9hWVrGxS9ntWP,92,82,18,18,29.52,0.21951219512195122,8,0.4444444444444444,68
188,MMNY,4D4D4E5900000000000000000000000000000000,rGQBzppxfM687zvmEFHJpr7s2ujvQBxeZr,922,914,17,17,33.379162191192265,0.018599562363238512,9,0.5294117647058824,699
189,XFLOKI,58464C4F4B490000000000000000000000000000,rUtXeAXonpFpgKubAa7LxcLd7NFep92T1t,87,74,17,17,27.64835164835165,0.22972972972972974,4,0.23529411764705882,61
190,BANK OF AMERICA,42414E4B204F4620414D45524943410000000000,r3bankvcxoGFN6AcV1hoBcLVrSL4F5HFWG,38,17,25,17,20.238095238095237,0.68,4,0.23529411764705882,14
191,SENT,53454E5400000000000000000000000000000000,rspYcqzdPTjaUPmWg9i1vK5LJLSyfJUpH4,19891,19889,16,16,31.974277819643305,0.0008044647795263714,14,0.875,18714
192,FENRIR,46454E5249520000000000000000000000000000,rDy9JtWPvAJL4aL4D1zFL16j2wjxS1L5BX,2900,2894,16,16,31.82405498281787,0.0055286800276434,10,0.625,2013
193,Laugh,4C61756768000000000000000000000000000000,r32nbPw6cyt3KdxinB4ua6WSLRrrF4SXAC,757,744,16,16,31.326315789473686,0.021505376344086023,3,0.1875,631
194,DRKRV,44524B5256000000000000000000000000000000,rGgykF5fYnmzEELh8fpLJXwkKDzXtdkrrr,346,344,16,16,30.57777777777778,0.046511627906976744,14,0.875,242
195,PONGO,504F4E474F000000000000000000000000000000,rwCq6TENSo3Hh9LKipXnLaxaeXBXKubqki,349,343,16,16,30.573816155988858,0.04664723032069971,10,0.625,245
196,MXI,MXI,rpj9MbbYR9w4smmjG7qJMFCitqDSdPwc28,341,331,16,16,30.52449567723343,0.04833836858006042,6,0.375,265
197,BTC,BTC,rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B,316,305,16,16,30.404984423676012,0.05245901639344262,5,0.3125,258
198,AREA321,4152454133323100000000000000000000000000,rDRfcV2szPFMb42zik3xHhv3F3reepRbGi,1926,1924,15,15,29.767921609076843,0.007796257796257797,13,0.8666666666666667,1319
199,Grabs,4772616273000000000000000000000000000000,rUDVxCZczHSYTch7bXBpwAwYFVWeAdNehv,383,373,15,15,28.84020618556701,0.040214477211796246,5,0.3333333333333333,327
200,ARK,ARK,rf5Jzzy6oAFBJjLhokha1v8pXVgYYjee3b,371,364,15,15,28.812664907651715,0.04120879120879121,8,0.5333333333333333,291
201,RPLS,52504C5300000000000000000000000000000000,r93hE5FNShDdUqazHzNvwsCxL9mSqwyiru,292,280,15,15,28.47457627118644,0.05357142857142857,3,0.2,191
202,CFH,CFH,rDTHkzTq3Acxu6QrSLVfHrR3KadFknMkfS,196,183,15,15,27.727272727272727,0.08196721311475409,2,0.13333333333333333,139
203,XRPDBT,5852504442540000000000000000000000000000,rnXbvdCzQZbA1Yje1Ct1gFBbs3bAs4oTDo,161,155,15,15,27.352941176470587,0.0967741935483871,9,0.6,99
204,CX1,CX1,rKk7mu1dNB25fsPEJ4quoQd5B8QmaxewKi,140,132,15,15,26.93877551020408,0.11363636363636363,7,0.4666666666666667,111
205,Joey,4A6F657900000000000000000000000000000000,rN6CXs6J7WDh8miq2C2cre6w7jipc55Ut,62,50,15,15,23.076923076923077,0.3,3,0.2,50
206,IGC,IGC,raP6XZypcFR1WkDzaKjv91FtYRCURvePWW,27,18,15,15,16.363636363636363,0.8333333333333334,6,0.4,16
207,BAIT,4241495400000000000000000000000000000000,rGTnopFjup5mWBeCPVexX5FwXp1T4ignNS,1432,1425,14,14,27.727588603196665,0.009824561403508772,7,0.5,1032
208,America,416D657269636100000000000000000000000000,rG176WYDarsZ8WhBuQ3L54r1aYFzE8NxWH,183,175,14,14,25.925925925925927,0.08,6,0.42857142857142855,120
209,XOX,XOX,rGJbFqiLdh23e9WigQ5sxTfFqTENveLX21,86,73,14,14,23.49425287356322,0.1917808219178082,1,0.07142857142857142,71
210,XRPLOL,5852504C4F4C0000000000000000000000000000,rMDfsTapNvFSo7irSe6gYpPmYj3EjqbcqF,1424,1412,13,13,25.76280701754386,0.009206798866855524,1,0.07692307692307693,1108
211,XRPonSOL,5852506F6E534F4C000000000000000000000000,rMyqebK5tiNZgwV3Dzrr3KRsmqbowDPE6X,980,975,13,13,25.657894736842106,0.013333333333333334,8,0.6153846153846154,690
212,MXMW,4D584D5700000000000000000000000000000000,rKzEPiDj1jciD1EW1kZ76CZELqrhSUPRjS,833,830,13,13,25.59905100830368,0.01566265060240964,10,0.7692307692307693,527
213,YTY,YTY,rBKo2fwDC9Ya8gWEsvLTHTSsHm4vnpAQh3,450,447,13,13,25.265217391304347,0.029082774049217,10,0.7692307692307693,252
214,DOGI,444F474900000000000000000000000000000000,r4aYh6aDVpp4DG5wGcgeVxPdusFCJ3YYJx,198,193,13,13,24.359223300970875,0.06735751295336788,8,0.6153846153846154,137
215,BTCX,4254435800000000000000000000000000000000,rBnuiD54Mk4FmeU8WhBfstxnB5XEFt4QBQ,65,57,13,13,21.17142857142857,0.22807017543859648,5,0.38461538461538464,38
216,REN,REN,rfJaHW5KanrqDbpC8emVV9bUcemFk1EHVe,9405,12,9393,12,23.969377990430623,0.0012775471095496647,0,0.0,8
217,POLICE,504F4C4943450000000000000000000000000000,rfjutsDJfakrhZUPMBe5E65S38eRZEP3yt,1750,1748,12,12,23.836363636363636,0.006864988558352402,10,0.8333333333333334,841
218,xrplcoins,7872706C636F696E730000000000000000000000,r3V9g1afH5qBUghcToy7DP3z2873V23AoK,468,465,12,12,23.39622641509434,0.025806451612903226,9,0.75,260
219,CTF,CTF,r9Xzi4KsSF1Xtr8WHyBmUcvfP9FzTyG5wp,221,214,12,12,22.72566371681416,0.056074766355140186,5,0.4166666666666667,184
220,Cotiso,436F7469736F0000000000000000000000000000,rntkcKTJ3CaTh1eDmdorpQTiGoxaoN3vEt,161,153,12,12,22.254545454545454,0.0784313725490196,4,0.3333333333333333,112
221,Cub,Cub,rN5yEd16jvqcVW1UA4kZxZ3jUA9Es85QgD,64,52,12,12,19.5,0.23076923076923078,0,0.0,34
222,MGM,MGM,rwkXun6HW35vmnbcirFfz9MJtqnAReNwea,53,44,12,12,18.857142857142858,0.2727272727272727,3,0.25,41
223,GTreasury,4754726561737572790000000000000000000000,rGTRSyN3NbeC52Abw9dbhkTVBTP6FxMjno,24,17,12,12,14.068965517241379,0.7058823529411765,5,0.4166666666666667,17
224,SWITCH,5357495443480000000000000000000000000000,rJ8jyXpdAZhfxMamtLadk8LYFxd1ff6iKQ,24,14,12,12,12.923076923076923,0.8571428571428571,2,0.16666666666666666,14
225,RIPTARD,5249505441524400000000000000000000000000,r37NJszgETCmYqUkPH7PmtkpVdsYBfMYSc,47,39,11,11,17.16,0.28205128205128205,3,0.2727272727272727,28
226,Dubai Land Dept,4475626169204C616E6420446570740000000000,rDubAia7YiqfDNJ3m58b1kcxxeGEJ7MZiW,24,17,11,11,13.357142857142858,0.6470588235294118,4,0.36363636363636365,17
227,WhiteRock,5768697465526F636B0000000000000000000000,rwhiTEoBfXEfXT3VeXomX6b4k4Jn85Pt75,20,13,11,11,11.916666666666666,0.8461538461538461,4,0.36363636363636365,13
228,aura,6175726100000000000000000000000000000000,rpjuvqrH37RGzb88UVibzCQYSNrM9FxJDy,10188,10181,10,10,19.98037484054558,0.0009822217856792063,3,0.3,7523
229,HEDGE,4845444745000000000000000000000000000000,r3GXGxZe8obcMS9L9LMm32NZrW5VCuNDxR,1982,1982,10,10,19.899598393574298,0.005045408678102927,10,1.0,1332
230,XMASGUY,584D415347555900000000000000000000000000,rw7RyG9FvrSsFAL7MZmV1BstW5WDyqdQMJ,1302,1301,10,10,19.84744469870328,0.007686395080707148,9,0.9,639
231,WAFFL,574146464C000000000000000000000000000000,rfmzzPPU58nukrktDYe6M8wKrxeVb5hMNJ,775,771,10,10,19.743918053777207,0.01297016861219196,6,0.6,600
232,4TELL,3454454C4C000000000000000000000000000000,rNNfA8skJdYTJBEewgquswU6vDSpehoD2Y,602,599,10,10,19.671592775041052,0.01669449081803005,7,0.7,432
233,BRB,BRB,rUkuT9TCDTP2oeAPsrCN7XKcHZfdvHvFkG,393,385,10,10,19.49367088607595,0.025974025974025976,2,0.2,313
234,ZRP,ZRP,rZapJ1PZ297QAEXRGu3SZkAiwXbA7BNoe,288,285,10,10,19.322033898305083,0.03508771929824561,7,0.7,248
235,OXP,OXP,rrno7Nj4RkFJLzC4nRaZiLF5aHwcTVon3d,235,227,10,10,19.156118143459917,0.04405286343612335,2,0.2,182
236,LIHUA,4C49485541000000000000000000000000000000,rnhtvpHsAgigmVemgtzt7pujj4gv6LVL2a,159,156,10,10,18.795180722891565,0.0641025641025641,7,0.7,115
237,SGRINCH,534752494E434800000000000000000000000000,rsQ4GatJL3kPzBRpmNdsvFpzziYcmeWVSk,154,152,10,10,18.765432098765434,0.06578947368421052,8,0.8,97
238,LUSD,4C55534400000000000000000000000000000000,rfL4Sci2ag5hhkpDuqtWYov6j3mshVWLgU,87,86,10,10,17.916666666666668,0.11627906976744186,9,0.9,79
239,XWSB,5857534200000000000000000000000000000000,rLpL5d9qubKjht8GnkxgnVTQPq9MKNc757,85,80,10,10,17.77777777777778,0.125,5,0.5,74
240,FXRP,4658525000000000000000000000000000000000,rNqkCNwg7kBRi3uFKwqRK9gTSM8bcey74E,24,18,10,10,12.857142857142858,0.5555555555555556,4,0.4,16
241,BAPES,4241504553000000000000000000000000000000,rLUR2xrdeP77xUKW3S93jaA8k5h4JAwkix,6173,6168,9,9,17.97377367654201,0.0014591439688715954,4,0.4444444444444444,2747
242,Dark,4461726B00000000000000000000000000000000,r3PxjoJYuscu73YhhkYq5DPV2X5fqSr4CS,1391,1390,9,9,17.88420300214439,0.006474820143884892,8,0.8888888888888888,857
243,Zaios,5A61696F73000000000000000000000000000000,rLgtidvwREUT7six9n5Y7sE9JnieZTkfB5,1308,1306,9,9,17.87680608365019,0.006891271056661562,7,0.7777777777777778,759
244,NIGHTFALL,4E4947485446414C4C0000000000000000000000,rKSRMEYtTV81rLqfHfVAjT99gXrcrWryZW,658,654,9,9,17.755656108597286,0.013761467889908258,5,0.5555555555555556,436
245,RealFI,5265616C46490000000000000000000000000000,rEAL3wLK8YmMV5EQeA9vXonstypXtNTPvk,389,382,9,9,17.585677749360613,0.02356020942408377,2,0.2222222222222222,338
246,METH,4D45544800000000000000000000000000000000,rKus1pe2EZAgaL18b8MbiJkgrniWTP625G,302,298,9,9,17.47231270358306,0.030201342281879196,5,0.5555555555555556,219
247,BUNNYX,42554E4E59580000000000000000000000000000,rnMsy4i9kH5mTrHz3VoBk3jUVe26MHZAL5,252,247,9,9,17.3671875,0.03643724696356275,4,0.4444444444444444,197
248,RIPDEV,5249504445560000000000000000000000000000,rJnVb1SQE8SRjjUc8QCUEHVii3mC6w5bZ3,157,151,9,9,16.9875,0.059602649006622516,3,0.3333333333333333,109
249,IOTA,494F544100000000000000000000000000000000,rGqXPDdYs1MDFBCFqo64mc8UxMG5hjAjMQ,139,132,9,9,16.851063829787233,0.06818181818181818,2,0.2222222222222222,102
250,DFI,DFI,rUY6tjGN8PJDVyVFLztRZLmPZ8uTBUfa2Z,30,23,9,9,12.9375,0.391304347826087,2,0.2222222222222222,20
251,SEC,SEC,rKrjzz3fN8inpeG8fZAinuyen7ZRcsRvB9,27,23,9,9,12.9375,0.391304347826087,5,0.5555555555555556,19
252,SEC,SEC,rDN4Ux1WFJJsPCdqdfZgrDZ2icxdAmg2w,20,13,9,9,10.636363636363637,0.6923076923076923,2,0.2222222222222222,9
253,COOK,434F4F4B00000000000000000000000000000000,rNjUgFEoXaSCAck4xXhsEbCNWWHphFpRDP,19341,19338,8,8,15.993383645197973,0.0004136932464577516,5,0.625,7114
254,TOTO,544F544F00000000000000000000000000000000,r9sH6YEVRyg8uYaKfyk1EfH36Lfq7a8PUD,1198,1195,8,8,15.893599334995844,0.0066945606694560665,5,0.625,817
255,TIME,54494D4500000000000000000000000000000000,rExSpmk2PAqxKRTT3mhjCrCpqVasBra5v8,816,813,8,8,15.84409257003654,0.00984009840098401,5,0.625,420
256,RUGTARD,5255475441524400000000000000000000000000,rBqJ7FhxiPYRUaS3RE6sJg1kMPbJFeA8m1,511,509,8,8,15.752417794970986,0.015717092337917484,6,0.75,310
257,MANANA,4D414E414E410000000000000000000000000000,rHkNTmaK5soSVbE2SiJ2djziarRxi44btN,422,420,8,8,15.700934579439252,0.01904761904761905,6,0.75,283
258,Dessalines,44657373616C696E657300000000000000000000,rfbk7dwMpfUGYFnEwpV6st69EtGFkWyfuu,244,237,8,8,15.477551020408164,0.03375527426160337,1,0.125,204
259,SwissTech,5377697373546563680000000000000000000000,raq7pGaYrLZRa88v6Py9V5oWMYEqPYr8Tz,192,187,8,8,15.343589743589744,0.0427807486631016,3,0.375,153
260,BADSANTA,42414453414E5441000000000000000000000000,rUa2WJvUaxH9cLsYFnwVqJzK5DvPQTz74A,142,138,8,8,15.123287671232877,0.057971014492753624,4,0.5,88
261,XTK,XTK,rXTKdHWuppSjkbiKoEv53bfxHAn1MxmTb,136,132,8,8,15.085714285714285,0.06060606060606061,4,0.5,112
262,$BUBBLES,24425542424C4553000000000000000000000000,rGUKfQ2Sm35KFSZ6BuKsjHxgyKSYgV7pzs,125,123,8,8,15.022900763358779,0.06504065040650407,6,0.75,99
263,TTT,TTT,rDGfrpVvDT31xfxi1mNqkw8Wn2Y3RKhZFJ,105,102,8,8,14.836363636363636,0.0784313725490196,5,0.625,70
264,FRACTIONS,4652414354494F4E530000000000000000000000,rEpjJd2X91D4vy1wctrE8o1wrFn4Mpzn4H,79,73,8,8,14.419753086419753,0.1095890410958904,2,0.25,60
265,WLFI,574C464900000000000000000000000000000000,rGVxqEKH58bAZQKoRjyBJkYDPazCRxsqJ,50,44,8,8,13.538461538461538,0.18181818181818182,2,0.25,40
266,GXRP,4758525000000000000000000000000000000000,rGRAYoZz6rDLAgj68KL6XkwtSSJobgRMhB,20,8,13,8,9.904761904761905,0.6153846153846154,1,0.125,8
267,Xcrusader,5863727573616465720000000000000000000000,rhXa7avJF65iC27j6KRDRrWo2mVqrfVUmZ,13,10,8,8,8.88888888888889,0.8,5,0.625,10
268,MOON,4D4F4F4E00000000000000000000000000000000,r3WPc1mesNcv7eEUZJc4UUaxCdvAcq4TRo,2556,2555,7,7,13.96174863387978,0.0027397260273972603,6,0.8571428571428571,1564
269,LNX,LNX,rB7y5hdKf6yPUQJPG7E7wMpbTjjzZNaDZz,1002,1001,7,7,13.902777777777779,0.006993006993006993,6,0.8571428571428571,534
270,404,404,raHJ4Jz9PYk356wWaDMYw79B17iWtfsSMi,918,913,7,7,13.893478260869566,0.007667031763417305,2,0.2857142857142857,669
271,IZZY,495A5A5900000000000000000000000000000000,rNLSGhGDQtwReyxbW3Kd2DAeAyJMeKryiz,801,797,7,7,13.878109452736318,0.00878293601003764,3,0.42857142857142855,641
272,$EVO,2445564F00000000000000000000000000000000,rPLQFoVbf6fefzuUZSZEqW9pjUHUXJD5j8,760,760,7,7,13.872229465449804,0.009210526315789473,7,1.0,481
273,SCHWEPE,5343485745504500000000000000000000000000,rUQXurByxmKni4aLpuWMYMxxV5GWT1Azw2,395,388,7,7,13.751898734177216,0.01804123711340206,0,0.0,316
274,NHI,NHI,r9wwE1WhuPdvQbX6cyy25K7RA8hBsYstHH,375,371,7,7,13.74074074074074,0.018867924528301886,3,0.42857142857142855,292
275,UGA,UGA,rBFJGmWj6YaabVCxfsjiCM8pfYXs8xFdeC,301,297,7,7,13.677631578947368,0.02356902356902357,3,0.42857142857142855,226
276,SEALED,5345414C45440000000000000000000000000000,rsqjba4qoCQUpgrLCEhjt1GvitWkfsipZh,260,260,7,7,13.632958801498127,0.026923076923076925,7,1.0,168
277,CATE,4341544500000000000000000000000000000000,rJcuDjYBfyKeHdFPFj3EBPHdtmVaGTTo3Y,231,231,7,7,13.588235294117647,0.030303030303030304,7,1.0,118
278,BCHAMP,424348414D500000000000000000000000000000,rhYhn7s6z4HAfuJm7ehuSE7wxepRoUPwpi,198,191,7,7,13.505050505050505,0.03664921465968586,0,0.0,159
279,XGBT,5847425400000000000000000000000000000000,rPdcwvKyP6ShLnj2qk9sdQLLn1T7NG1RXK,155,148,7,7,13.36774193548387,0.0472972972972973,0,0.0,138
280,Barron,426172726F6E0000000000000000000000000000,rLxJv7a6uScd6qaSbuELTPkj9i2vJhn6YZ,147,141,7,7,13.337837837837839,0.04964539007092199,1,0.14285714285714285,127
281,MEMO,4D454D4F00000000000000000000000000000000,rNZS1hXERvSfpbRpG5jNz3bMkHFhEV1H2y,125,125,7,7,13.257575757575758,0.056,7,1.0,66
282,FARM,4641524D00000000000000000000000000000000,rPrAEfVATUNDTJm9CUa8tYeD7oJrVdEGhU,106,103,7,7,13.10909090909091,0.06796116504854369,4,0.5714285714285714,92
283,XFT,XFT,rGpnoqYLzWytxwQhhz715nRbqyCHM7zhxt,85,81,7,7,12.886363636363637,0.08641975308641975,3,0.42857142857142855,69
284,CAT,CAT,r4TZ6HwSbNQevDgzAfoWd1McGsVNjaTNzb,42,36,7,7,11.720930232558139,0.19444444444444445,1,0.14285714285714285,31
285,Galaxy,47616C6178790000000000000000000000000000,r3Si5cWtHZZuKXQERoaTKc7Vhw53RdGi2A,25,18,7,7,10.08,0.3888888888888889,0,0.0,11
286,WORMHOLE,574F524D484F4C45000000000000000000000000,rWoRM6NuSBgZpMtXEKtFoGyCL9dWd5doL,17,7,11,7,8.555555555555555,0.6363636363636364,1,0.14285714285714285,7
287,MEMORY,4D454D4F52590000000000000000000000000000,rfTsfrviaNgJ1URQf4FVWjsr59ULr1FNgu,16,10,7,7,8.235294117647058,0.7,1,0.14285714285714285,10
288,BSP,BSP,rG47hi9xKvEhjCD8LXhfxjRzuEEBxwGUbL,13,10,7,7,8.235294117647058,0.7,4,0.5714285714285714,10
289,BNY,BNY,rBNYesH8pPiv2G3xUGwXqTRXYgwVBMXPsP,15,7,9,7,7.875,0.7777777777777778,1,0.14285714285714285,5
290,TMB,TMB,rLK1Zo3qvZw4ps4fGBkheN4FCmAx2Uf8sF,687,683,6,6,11.895500725689406,0.008784773060029283,2,0.3333333333333333,521
291,PROFIT,50524F4649540000000000000000000000000000,rJwLNwaBUh9a7ajk9FeeLAuA791wVe3oyg,551,546,6,6,11.869565217391305,0.01098901098901099,1,0.16666666666666666,339
292,PHASER,5048415345520000000000000000000000000000,rQLfUoZNafhTTJCoCt64isgCcmXdL5a5cp,377,374,6,6,11.810526315789474,0.016042780748663103,3,0.5,278
293,Schmeckles,5363686D65636B6C657300000000000000000000,rPxw83ZP6thv7KmG5DpAW4cDW55DZRZ9wu,326,322,6,6,11.78048780487805,0.018633540372670808,2,0.3333333333333333,288
294,SOON,534F4F4E00000000000000000000000000000000,rJEUXcq85PnHC91oRKrz43zcVpFtpjJkQE,224,221,6,6,11.682819383259911,0.027149321266968326,3,0.5,130
295,ROSS,524F535300000000000000000000000000000000,rEMoSpfFPJCJu4ppgPT7SSHe2P3tZPki1t,213,212,6,6,11.669724770642201,0.02830188679245283,5,0.8333333333333334,143
296,aixrp,6169787270000000000000000000000000000000,rDvVS42ZgKvFNuacNvJZyQe83JQbTEDVRu,175,174,6,6,11.6,0.034482758620689655,5,0.8333333333333334,150
297,FUZZYB,46555A5A59420000000000000000000000000000,rCiqVyZRZsdEAcoitSeE5Hqd6dxmkX5Kp,169,168,6,6,11.586206896551724,0.03571428571428571,5,0.8333333333333334,127
298,bwif,6277696600000000000000000000000000000000,r33jHP8k9eFY9Vf1SLU2XKfoQ8A3SkXPEh,141,141,6,6,11.510204081632653,0.0425531914893617,6,1.0,113
299,KXLL,4B584C4C00000000000000000000000000000000,rECtXyqoMB3S9YNQsvugXnX4shPbYKJC1K,135,129,6,6,11.466666666666667,0.046511627906976744,0,0.0,89
300,BlackRock,426C61636B526F636B0000000000000000000000,r3UbtGfDdLHE54F8sCkWP28ywEKtEKzdSP,112,107,6,6,11.36283185840708,0.056074766355140186,1,0.16666666666666666,91
301,RippleX,526970706C655800000000000000000000000000,rBeu2TQGnxHZtEzPVKY6LfM8GZMmTmndHc,57,57,6,6,10.857142857142858,0.10526315789473684,6,1.0,35
302,XRsilver,585273696C766572000000000000000000000000,rEAYBYLaar6Bih2ZZXTNWC14XcdRGeHoVk,43,39,6,6,10.4,0.15384615384615385,2,0.3333333333333333,25
303,SKY,SKY,rSKYachd4cqUgztsTr83mEKTAcNZG4Ez2,25,23,6,6,9.517241379310345,0.2608695652173913,4,0.6666666666666666,15
304,WELLS FARGO,57454C4C5320464152474F000000000000000000,rweLLZYZhKdnVPTFSaUFhGUNTbGkWMx6SJ,22,22,6,6,9.428571428571429,0.2727272727272727,6,1.0,16
305,LJPY,4C4A505900000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,22,19,6,6,9.12,0.3157894736842105,3,0.5,18
306,LGBP,4C47425000000000000000000000000000000000,rfL4Sci2ag5hhkpDuqtWYov6j3mshVWLgU,20,18,6,6,9.0,0.3333333333333333,4,0.6666666666666666,18
