token_currency,token_issuer,dex_tx_count,overlap_tx_count,amm_rows,amm_tx_count,amm_unique_ledger_count,clob_leg_rows,clob_tx_count
44726F5065706500000000000000000000000000,rBNEvLsMhbgL8aReMtwxm2PT2ZroNExv5C,1,0,1,1,1,0,0
50484E5558000000000000000000000000000000,r4ejWuT3fb6UNBjTP1L6PChHR5111EBLCt,1,0,1,1,1,0,0
484F4F4800000000000000000000000000000000,rpnKE9jKTEq9wF4nXYiccdudDLh3oLfVHg,1,0,1,1,1,0,0
584368696C6C0000000000000000000000000000,rsz44pZE3M9vwKs9oSug5vkoQJucYoyaA5,1,0,1,1,1,0,0
53544F434B000000000000000000000000000000,rhHGfe1AxWrXUuYxfX4PyDEY8WEEUCpLat,1,0,1,1,1,0,0
504554455250414E000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,1,0,1,1,1,0,0
7261626269740000000000000000000000000000,r9xouaLXhh7qHxteC5s9crhmQ9jzYcpTRt,1,0,1,1,1,0,0
BRT,rNE7SPsgerW5qmAh2qnpbxjcJyvmtEyEeo,1,0,1,1,1,0,0
5348495348410000000000000000000000000000,r9sD4QCrGJjy57uvu2fG3Uz6WuaS22QusD,1,0,1,1,1,0,0
534E41494C000000000000000000000000000000,rMYcTGCcfaN8EWpbyMcH45E5Si9t5U8MmU,1,0,1,1,1,0,0
5852505053535900000000000000000000000000,rDcGmrL3GBbQTMiQ5rE5ecJdBim8L9WJzK,1,0,1,1,1,0,0
4A45505300000000000000000000000000000000,rKDrUKs9mA7ExTmQg4ce6XakQXNyy538Dp,1,0,1,1,1,0,0
KOL,rUpohqxv3pnz3dHJu86ZZi99WUeXftTtTS,1,0,1,1,1,0,0
FLF,rGJn3Ruwjg26B17sjU8oEJgzPFuiCY9XbD,1,0,1,1,1,0,0
5441434F00000000000000000000000000000000,rNyMevKzafugwvVyHYGfTF82tAiMyGQ2Df,1,0,1,1,1,0,0
5847554E00000000000000000000000000000000,r9LW83C4Cz8tWiVCA6dZxBhUzCnofebnKU,1,0,1,1,1,0,0
4841544552000000000000000000000000000000,rBYestubFf416VfcY6n8KFcRcso9xpsFea,1,0,1,1,1,0,0
5872706661697279000000000000000000000000,rUsqbMn5bNnsvUpcTicsMsDPXpzrMKVNrB,1,0,1,1,1,0,0
426162795368696261494E550000000000000000,rNqmYinQeTQcDK15MUK8X566uPGz2xYb1q,1,0,1,1,1,0,0
GMC,rGrY5e1CPWazL8pr9en8r4JKURp1mQrX34,1,0,1,1,1,0,0
4E4950504C450000000000000000000000000000,r3FbmaApKfEYqtkKhoNm1CJTbk2b1S2eQ7,1,0,1,1,1,0,0
5843415348000000000000000000000000000000,rKRRmMW1ZB5zrRgowMkBE1bsTYE5QSELrf,1,0,1,1,1,0,0
5857534200000000000000000000000000000000,rMCqasMWANzCD3qPFGTfvUEfDTDAqY1drQ,1,0,1,1,1,0,0
24627562626C6573585250000000000000000000,r7YognWipynviqgz39FPUdWWNn6k6LaKg,1,0,1,1,1,0,0
466C616D65585250000000000000000000000000,rf1WhQQUCLeDBoxtVf5x5TkHQBve9ww8jc,1,0,1,1,1,0,0
4772697A7A6C65746F6F74680000000000000000,rEz7CttUy2j8bRW4dmWt6E6BWGSS74ihuM,1,0,1,1,1,0,0
46524F534C450000000000000000000000000000,rUXFm54U6uhtvHKyKuUrkEESWSLEUAdBLG,1,0,1,1,1,0,0
44524F504D494C4B000000000000000000000000,rBFxDVc7sojQe619n2oSP1iZhhPW2k2k4S,1,0,1,1,1,0,0
504F4F4E00000000000000000000000000000000,rHCZdtGhQewfrdH89k328E6YfHgEwofNDo,1,0,1,1,1,0,0
58656E6F00000000000000000000000000000000,rhG2zpV2HsWRTMwWt1BA24XXKUQ7nWJKs6,1,0,1,1,1,0,0
STB,rnWh1Jy75gB8bDLpYR2JzdEjNmacgJHQZi,1,0,1,1,1,0,0
526F6E616C64696E686F00000000000000000000,rnHrc69kc5N921TRpeEjQDxk3ktQFSvd4o,1,0,1,1,1,0,0
6461767564000000000000000000000000000000,rErmYr5bR1YSQVop84TvWTUPd521jXxcQg,1,0,1,1,1,0,0
584D41494C000000000000000000000000000000,rLGGdjxDJKB2DdrW6jxW4i6F1FDw1xWXWY,1,0,1,1,1,0,0
XRE,rfJ1nLCQByh3EsqUwJhkLnsK27uRjdbDZJ,1,0,1,1,1,0,0
6272656400000000000000000000000000000000,rLWfhD1ahkPk1RfZkr8DiNt8B93iqT7C1v,1,0,1,1,1,0,0
5045504500000000000000000000000000000000,r4tojE9etLYT8kKD1Z7bU7xmeSTdsuZ8U8,1,0,1,1,1,0,0
5741474D49000000000000000000000000000000,rPRBtkRBgWYShBZecTsYm34Z7HqqFeGde6,1,0,1,1,1,0,0
564B545259000000000000000000000000000000,rDdpcCzb6ec7fqGFuQi6Qgj5DLnixZpApH,1,0,1,1,1,0,0
ISB,rDEDfsZTddHWoPvCcEnfEJWC7Ldrekuede,1,0,1,1,1,0,0
4546464543540000000000000000000000000000,rPe86QVMaVoREJxkbifbszWfj3Ww7gAeZU,1,0,1,1,1,0,0
494C4C554D494E41544900000000000000000000,rBq7eshAK3X3XAzGYRsd4gV6a4PScb6KQC,1,0,1,1,1,0,0
584F474500000000000000000000000000000000,r37iEsEyy6wUU6ddMVHfEXkxgWYE6ivnEg,1,0,1,1,1,0,0
3538385834320000000000000000000000000000,r91uEy3rFDHJYjGuknTnJbVxL4atSeMDng,1,0,1,1,1,0,0
Q17,rEvdJ9dqRrGCY48zcq3MuYG2cz1pKKyMHs,1,0,1,1,1,0,0
5452554D50524953450000000000000000000000,r3gNLixn1k9BbQwwV8pQ877RasHr7BMXz9,1,0,1,1,1,0,0
58544D616368696E650000000000000000000000,rBbUAUXyg3JgQBod8heEbD3PJ4gHsBxmCF,1,0,1,1,1,0,0
4C414D42524F5300000000000000000000000000,rnAJVThWoQUaQpBhxcRgbRYGaqkqj9J6M7,1,0,1,1,1,0,0
4746454400000000000000000000000000000000,rJnfi3n6zuUeA9vXRAkL3qhj6UapPde8Fi,1,0,1,1,1,0,0
464F4D4F41460000000000000000000000000000,r9jhyxDk1JpXKdBffw1hq3WUgmzDjhK27B,1,0,1,1,1,0,0
58454D4100000000000000000000000000000000,rMTvsxkVaKorkiyvf86BQWAMqFtDpi1P71,1,0,1,1,1,0,0
NWD,rHivKqaJCaKtzvjGaMYWddAEoeYxUuL3Nr,1,0,1,1,1,0,0
5045414E55540000000000000000000000000000,rhjSJ4fRoz2aJLQLenUjiqo8xRy6PSDgn4,1,0,1,1,1,0,0
4368616E676368616E6700000000000000000000,rpzuvRWuMveWZuxRM7fWzHfjy55VBJy23Q,1,0,1,1,1,0,0
5041424C4F000000000000000000000000000000,rMsLUystkuZqhJJYcxBazjuYy1ZjXBLKss,1,0,1,1,1,0,0
52454C4158455200000000000000000000000000,rBfRyU5nMz4Y96y8bdmTMgCCDhJSuzQM8s,1,0,1,1,1,0,0
ROO,rNr6uHcYGhQAAvDiKTKU3piF5D6E3fhXKE,1,0,1,1,1,0,0
Sbs,rL23MMUu2R1VNwUCiSehveQKLRfdLZjpdx,1,0,1,1,1,0,0
464C554646000000000000000000000000000000,rHVGfwcRPgK21PKX9KXenP4a95kQQMDSbM,1,0,1,1,1,0,0
5850617274790000000000000000000000000000,rwQZ6mTZo8Lk86bE3xJ2Xy2knUXQtHjL7C,1,0,1,1,1,0,0
57464C434E000000000000000000000000000000,rJ7XXEv5MSsPEYgYPg3CURv88gk5HUgBp5,1,0,1,1,1,0,0
42756C6C69736800000000000000000000000000,rY1kMNuAU5arhFQdLzjjD3uUuMdEDN7hJ,1,0,1,1,1,0,0
5059524F00000000000000000000000000000000,rpAFt8nRXfHFiyc4YPkhfshj6eT6atsmGa,1,0,1,1,1,0,0
585250414E444100000000000000000000000000,rU66k74UZbCjKtRuEPSgixagrkLiTXqtDB,1,0,1,1,1,0,0
589,rfb7KpF5Ad5cQzQLJCQX7aUkFeVpkNUVen,1,0,1,1,1,0,0
4341544341540000000000000000000000000000,r9wxReKXZmx5Yyr7nkWg35QoCYYrs5FwMk,1,0,1,1,1,0,0
BNW,rGJ3oduCbsCRLaWzH5QsgwniQFb2wFmrcj,1,0,1,1,1,0,0
5843525350000000000000000000000000000000,rJycczeaeickPiihLzBdUf7VNdcVXPMaCs,1,0,1,1,1,0,0
414D455800000000000000000000000000000000,rNT3yZ7zsf7bSuUVgwMLcYq18pAKQTttnM,1,0,1,1,1,0,0
5852504500000000000000000000000000000000,rsPaY4gs6ZP7jVb8V3ETkGDeXM7GKJpgD8,1,0,1,1,1,0,0
43524F5700000000000000000000000000000000,rK2p9MhwkmwLq1bdZHCjFc9Z4c7LGp9Lxj,1,0,1,1,1,0,0
5744554D00000000000000000000000000000000,rpf25BczuYbVH8xEyucTKCPYCiwGMDi3wx,1,0,1,1,1,0,0
4C4F464900000000000000000000000000000000,rNpp3mZAza9VNvoqjsFFcwajig6HsVGco6,1,0,1,1,1,0,0
504F4F4800000000000000000000000000000000,rBvj3KWeS22C5sTuzSqNbVQ8UdrhUiE3E1,1,0,1,1,1,0,0
585250454E475549000000000000000000000000,rHaP1ugJJw8DzgrC1vLW3sCridjmsp6ZcY,1,0,1,1,1,0,0
4257494600000000000000000000000000000000,rpcLXrzvjEN9bvnrA6FFpnc6VDHYkomNmD,1,0,1,1,1,0,0
584D414E00000000000000000000000000000000,rLMnXZexzzAsPMBtgS8HVRgn8wcFuFC5Vr,1,0,1,1,1,0,0
414E47454C000000000000000000000000000000,rJH8zQyBfbRbufemefGpv6wDG9Pux4fq3F,1,0,1,1,1,0,0
4368696C6C000000000000000000000000000000,rEjTWoQ2Tht9sPrhoHJJ95v3dMN5Evhcd8,1,0,1,1,1,0,0
4249585250000000000000000000000000000000,rNwMH9Qx3LVHys8FHkbiYFrMpRCoXsxLNW,1,0,1,1,1,0,0
545241494E000000000000000000000000000000,rnkL2tjcmFua9EkdcTZaVU92DgeeLpanXR,1,0,1,1,1,0,0
Qiz,rDSjKaM2ZDUKArBBfNEWYZ1gSVdbieC8Nz,1,0,1,1,1,0,0
4C454D4252000000000000000000000000000000,r35wd41SAt81HnszWfuQnktZj9rcWoC6pe,1,0,1,1,1,0,0
4752494646000000000000000000000000000000,rfxzyvmAt5qsnQYmGVhDVpWq5mr2DTxyXb,1,0,1,1,1,0,0
584B385400000000000000000000000000000000,rsh2EZgGK7pGTTuS5PTdu8GBGniuFGaN9V,1,0,1,1,1,0,0
5354415253484950000000000000000000000000,rBcuf5dqfNsr6uzrVUjusikG65Gx3rrX1z,1,0,1,1,1,0,0
DGX,r4qALENgTC6orM2ogUATpxjsyVSwq4YbGn,1,0,1,1,1,0,0
524954544F000000000000000000000000000000,rLhPCRn9Gx1EY14uj7io97FVFgiKCvJxjz,1,0,1,1,1,0,0
5249534576320000000000000000000000000000,rG71bXSAKqWjTTXSJe8m48AvjGBy58nAa4,1,0,1,1,1,0,0
53555045524D4152494F00000000000000000000,rD1HfrqPyZi8tARxZK1cakocts2GQsqvXE,1,0,1,1,1,0,0
4D696E69F09FA59A000000000000000000000000,raNokZRifbmrGgYGAejbC4bgb9qaxzuTQP,1,0,1,1,1,0,0
584F4E4B45590000000000000000000000000000,rpWwRyTK1dtF1weB2nkoadSE72vFUvjJFY,1,0,1,1,1,0,0
ROM,rN6hWMxEhPHhS3NwYLD1iC7M6DujMrA94p,1,0,1,1,1,0,0
534852454D500000000000000000000000000000,rBeADZGESL3qByGwVu2yQkbnKeXd4XqnxZ,1,0,1,1,1,0,0
RVN,rnWqNX4hvccMRsjZzDgLB4Crp9BQoASUa3,1,0,1,1,1,0,0
4249534F4E000000000000000000000000000000,rhDgPLdns2Zi4hPgkECUNyoGDHAv7LhRq3,1,0,1,1,1,0,0
484F4F4B53000000000000000000000000000000,rbB68sAiPyBsuU8MkKZ8rb4h3SCWtK4db,1,0,1,1,1,0,0
XPM,rN7bDwC65AgVaUERJehXpL4putCQ6XWajb,1,0,1,1,1,0,0
4C4E455400000000000000000000000000000000,rN7ZxLjLtxC3pCF3eGyfRxKnMrBt59zS6v,1,0,1,1,1,0,0
5045504500000000000000000000000000000000,rPkxGbugUAZKhzLmR7mYedPj9EYsSpS4ie,1,0,1,1,1,0,0
464F555200000000000000000000000000000000,raThzTYGCdCiuRuQxxPVNoDxP47zPeQ42E,1,0,1,1,1,0,0
5852504C6F636B00000000000000000000000000,rGuRguqLmpryxXuAtcqKWDkM1vWa9cWX7j,1,0,1,1,1,0,0
526F617374656400000000000000000000000000,rEVTT4g3BSzwz7KM7vcrsXeSmFqe8Qyvbo,1,0,1,1,1,0,0
2442414500000000000000000000000000000000,r9tgZ4YRPPKft5meEM8Myg3SAWoPe8Lszq,1,0,1,1,1,0,0
585250494E550000000000000000000000000000,rPQnXTBzGXrhC4sBCkRSb4G1wpcQrpiqJB,1,0,1,1,1,0,0
CWB,rUPmABUcxkZBiPAqzHwBuWaz6C6kG24Q9r,1,0,1,1,1,0,0
NPL,rUcNQWAATUGTiREJGdzC2tZUsNGrbZ8bng,1,0,1,1,1,0,0
4D494B4500000000000000000000000000000000,r9KUVa4o6ieRwWMXpwKFXEViZXkbu3auie,1,0,1,1,1,0,0
4855414855410000000000000000000000000000,r4PzCqAuPV54yuLUF9qtgtizXTjE9HwtV8,1,0,1,1,1,0,0
524C455553440000000000000000000000000000,rnNgE1TQRjgkgsMJ8tBYiidDxQhJgkv9SY,1,0,1,1,1,0,0
4344454E00000000000000000000000000000000,r3x7NcadfGHdr5mUbc4GTvhAPLYQ6HVzLL,1,0,1,1,1,0,0
DKP,rM7zpZQBfz9y2jEkDrKcXiYPitJx9YTS1J,1,0,1,1,1,0,0
524142424954484F4C4500000000000000000000,r9byJwFfZn7gUYfpXJAnUB3e2sTAVtNsAL,1,0,1,1,1,0,0
414C504841585250000000000000000000000000,rf5jyZy5FrEa6PNFTmU2Z8jPPwv3aPoGZ4,1,0,1,1,1,0,0
464C4F4F44535445520000000000000000000000,rnQYgwGA33jdAKWWCjoHbFPjLaETnztq2P,1,0,1,1,1,0,0
5852504554450000000000000000000000000000,rMRtzf69EcbZ8P9UiQGMxZxy5MwsRyVmkp,1,0,1,1,1,0,0
GNO,rGXi5T9Tr57CJvxQLqgE5dDewbRZzRXT8n,1,0,1,1,1,0,0
52424C5800000000000000000000000000000000,rakxUovpzARRRppKnoFwhMwco9QFH9QkNT,1,0,1,1,1,0,0
5852505000000000000000000000000000000000,r4mxjT1yJKSnwX8mzeH4kZ8spc4X1BJib1,1,0,1,1,1,0,0
424C564500000000000000000000000000000000,rakerPhwk3hK7BoDhZMMwhfijjTjh3Sj4Q,1,0,1,1,1,0,0
544F4D41544F0000000000000000000000000000,rEeTjKP1xoeWB9kihinCv7xXVyTPjEn61C,1,0,1,1,1,0,0
5468655847757900000000000000000000000000,raduYngfeEad8uT8Y5k2kLdPmWoZKmcf6d,1,0,1,1,1,0,0
4D6963726F736F6674436F696E00000000000000,rQJprmY2gkqFsTdWHH4z4GDPfE1e6ywj7H,1,0,1,1,1,0,0
686F726E79000000000000000000000000000000,rJgoYHXNaDPTCA3A3eXaGrr6ziS81z6pK3,1,0,1,1,1,0,0
UXG,r3yVFCoCy4e8ndhpG7EvzLENTHunqjHLHr,1,0,1,1,1,0,0
484B534E00000000000000000000000000000000,rGpDxtzq6QdJfPmMNPmZVURmru88D1SoMe,1,0,1,1,1,0,0
4C495A5A00000000000000000000000000000000,rfxCfssT2D1aYk9MjrUn2ZXPnDTb1y1Uta,1,0,1,1,1,0,0
58706F7765720000000000000000000000000000,rpudwDAuP6GH5psfvkNrZDY3F7XLuFN2EA,1,0,1,1,1,0,0
5448455A5A590000000000000000000000000000,rJUQZf114RfshxthTNm7DXbCnrHR8uGPdK,1,0,1,1,1,0,0
5045504500000000000000000000000000000000,rNJncizpG2UdForm2oo9etziLLEvocc5zW,1,0,1,1,1,0,0
4D656B754F460000000000000000000000000000,rLSiXpqqBV3LwfKtVJKDG5HvSEb3FPrSAV,1,0,1,1,1,0,0
XIF,rPHRjxmRtVj7DfjYQvQ1aGpNvAiU4KBjbg,1,0,1,1,1,0,0
ETF,r492TV2FQ2s5Ev5uPPgFCHEi7cyhJ8jDHG,1,0,1,1,1,0,0
REG,rDwj6wNbT6KiTfhazmYL82t54sD1p1Jjnq,1,0,1,1,1,0,0
424954434F494E00000000000000000000000000,rLqDK6YQNX74ByLbCG6oohMi2rTdUV6Kts,1,0,1,1,1,0,0
534B554C4C000000000000000000000000000000,rU55Bt6VBANad27Jcwsgz3BcA1Xs22vqFK,1,0,1,1,1,0,0
4644524F50000000000000000000000000000000,rJYwpadBMANoySZwxhV4iWZ4TUiKcSwv1o,1,0,1,1,1,0,0
5445535445520000000000000000000000000000,rKH9dvncPCSnMU9ZmArdphnFRNLSwYAbDt,1,0,1,1,1,0,0
5852536869626100000000000000000000000000,rpEphV9PJZBA2YdwmJgsXNVwPN29Cpw3FD,1,0,1,1,1,0,0
45494E535445494E000000000000000000000000,rPNnhmn432PQBt1MAAcetsCmkgsEXKFU8k,1,0,1,1,1,0,0
544F434B00000000000000000000000000000000,rs8DwYseDxP1xKRSqj6TmrbWNK97J6Qvos,1,0,1,1,1,0,0
5254544D00000000000000000000000000000000,rLZaeL4nbQWuA1BNoenDbhipxF58ig1p7o,1,0,1,1,1,0,0
44534D4F00000000000000000000000000000000,rMvPdFwKe529BTtaFv2fBZcgjWTFFoiQKE,1,0,1,1,1,0,0
5468654F6E650000000000000000000000000000,rUgE7DdYDypcwr5DZo6YCv5PuqNq9F1LGk,1,0,1,1,1,0,0
RGR,r35P3phjoAL8SjRsMyoeQt1v5EX2Y5u1Ps,1,0,1,1,1,0,0
4242424200000000000000000000000000000000,rwHxcNZJCnHaPPzXaL5qJ7XmdgA6BVgvfQ,1,0,1,1,1,0,0
5866697265000000000000000000000000000000,rsbzWb4rzhXNgfwW9dtM2p9qV4gnUvrKTM,1,0,1,1,1,0,0
WSW,rNCi79hsh9uN6AjikRzh8ecKz1uHhU2f9v,1,0,1,1,1,0,0
464C414B45000000000000000000000000000000,rPnUswYk54V71Lmcexc5rTDmiVAyBXsPFM,1,0,1,1,1,0,0
5852504C00000000000000000000000000000000,rf1rYTLCgKW4cTVdLLUFKEdbdgGGKA2hgs,1,0,1,1,1,0,0
476C696D6D720000000000000000000000000000,r3znRdBfcEyR3Y4HJWsPY1rnjPdjpErswZ,1,0,1,1,1,0,0
5175616E74000000000000000000000000000000,rBVum48aiwswRwe9CQuXtTrHoNRmC3kEv1,1,0,1,1,1,0,0
736861726B000000000000000000000000000000,rHQQVmyUMMDyfDrCokT8VkaGzvqHwD8ZCR,1,0,1,1,1,0,0
454C4F4E4D55534B000000000000000000000000,rMhHQ9jcpENTcAxc3CUM5YpTjHHmnm9ZhA,1,0,1,1,1,0,0
5852504B49440000000000000000000000000000,rBpnmNqpeL1BjFmJFe5dce2AMdJjEkgBqi,1,0,1,1,1,0,0
4C49535400000000000000000000000000000000,rDKupYS71HXnpYUZaiJKH6dfXwFdWRQb45,1,0,1,1,1,0,0
534F444100000000000000000000000000000000,rGxYe4UvpskBrf6YFLMoJgFpvd5MSohZq1,1,0,1,1,1,0,0
5354525900000000000000000000000000000000,rwRTFtU9TDgWDgwqLkEyXhYNvE54GsMPzx,1,0,1,1,1,0,0
54524F4C4C434F494E0000000000000000000000,rHWxSrViThEiPJTNQgnwTpFZVr7aJdKkfJ,1,0,1,1,1,0,0
LFG,rLPTwXnzEx6pxaTfkWBRubNDM9PvuDXuBf,1,0,1,1,1,0,0
4C544E5800000000000000000000000000000000,rn1nMn3yQHTFXV45Mo5G54ZScMUkfFfeqf,1,0,1,1,1,0,0
53434F4E45000000000000000000000000000000,r34MN8YMa13bBqsgneiX1X788DJhKLsygo,1,0,1,1,1,0,0
53544F4E4B530000000000000000000000000000,rpPxoV2e1kLhVvRgK89jKeTNnW6UbwDMgD,1,0,1,1,1,0,0
6261747300000000000000000000000000000000,rE7YCD5mbFJdg46BJoQQ6wdfFGFYdHVdAs,1,0,1,1,1,0,0
BRV,rGf8e4eJurwKwmc8CzfknTP9GVuw67Hrmh,1,0,1,1,1,0,0
4E6174616C696500000000000000000000000000,rnfBUmBXrnjtdJKEAWD3rgd2H68CgKGWwu,1,0,1,1,1,0,0
GUL,rsVdisULLsEKpHi7iLBiVwCdNs9EdHH35q,1,0,1,1,1,0,0
XDG,rafsUmt21e4xPa6md2vdnhSnyB5cPyoCBX,1,0,1,1,1,0,0
4C55434153000000000000000000000000000000,rpmp7szigf2Kekcd6aaWnz4VnqJzSXJLeY,1,0,1,1,1,0,0
506F704F6E655852500000000000000000000000,r9XsFQ5WxtmrUpbQW8NeMbjDYfw4Prjufr,1,0,1,1,1,0,0
Fck,r3WhKzudUpWfWeXs93xign6cmSqJXeGkPf,1,0,1,1,1,0,0
5757474957574741000000000000000000000000,rUh3ckwDnEAbhaJyPcG7WHcbd5DoUUwpaD,1,0,1,1,1,0,0
PAR,rKV1QCfuCnm8NtN15AaJ5HNa9CJdS83Edt,1,0,1,1,1,0,0
ATH,rQhDWEc4ooxy2CS3M1UpLw1eygzZDJu4U5,1,0,1,1,1,0,0
434F4F4B00000000000000000000000000000000,rayFquFJSwJoybwc8DR3MYh5ickhrgA8Vc,1,0,1,1,1,0,0
5452554D504D4F4F4E0000000000000000000000,raB8nEdYSzobZhczdsTaRD3EYbrNQwGHAQ,1,0,1,1,1,0,0
24526F6F73747900000000000000000000000000,r93N92LtMCyBLyuDHPsSzQ6EBQLAHsBEdm,1,0,1,1,1,0,0
4A4F4B4500000000000000000000000000000000,rnqx5urr54Fpx5T8W4jHM969AwuchuB6WZ,1,0,1,1,1,0,0
TRP,rGzfWEE1gakpbYdYFwfiRs5jq7DoY9wnPY,1,0,1,1,1,0,0
4C414D4200000000000000000000000000000000,rUabaaY8zvXLX1ar1JinGTjdU97jZazaYB,1,0,1,1,1,0,0
5341484152410000000000000000000000000000,rsTGdUT6Apc4ysTkCGe97j4yTNJ7i7QYaw,1,0,1,1,1,0,0
70756D702E66756E000000000000000000000000,rsUHewv659GXzicMV7SNmJYJWT4fwyZrWS,1,0,1,1,1,0,0
50494E4100000000000000000000000000000000,rEa8ZvJWja4SDGdhxmyZGxhR4pinTpgv3b,1,0,1,1,1,0,0
5449534D00000000000000000000000000000000,rN8CtmZsPa8k3gDnCWsc9oLtXrYJm4PLL5,1,0,1,1,1,0,0
4152544F4F4E5300000000000000000000000000,rfbuo95ZiipvyPoKTExdtGXrLZUNduLtiy,1,0,1,1,1,0,0
585647504F524E00000000000000000000000000,rN1FrDobd2iyb3DFrDUCokwLa8eA8LGjC8,1,0,1,1,1,0,0
424455434B000000000000000000000000000000,rFuvHsLapQDq2mrMyFqKRKCHk3Uetkw1b,1,0,1,1,1,0,0
4B4B000000000000000000000000000000000000,rGUAUchAc5ydUxEiJ8vJ9ecPoK55yTGJWm,1,0,1,1,1,0,0
4553434F42415254000000000000000000000000,rKyHz8AQN2QSTQyvXm3MsykS5RsvriMh57,1,0,1,1,1,0,0
546F776E73000000000000000000000000000000,rGo6pKe7xQPNSLy8sp9WbFz7RPg2JE3tTo,1,0,1,1,1,0,0
4A524F4C4C000000000000000000000000000000,rG6bxgWuLdSUcvcPZkaRxBAZCEjUji2Fva,1,0,1,1,1,0,0
544D425800000000000000000000000000000000,rMsbP88UoRtDXBkckJxE7Y2eyMTBigdNt5,1,0,1,1,1,0,0
4B41494241000000000000000000000000000000,rUTWKZtToUNeBdWPGK9ZKVWgMnSuL552pN,1,0,1,1,1,0,0
SNC,r9N7wfk6dVcUkMTWBHQ996GqGjNLJ1Zkkd,1,0,1,1,1,0,0
526970706C654275636B24000000000000000000,rETPCxYzhfVTQJWkeLKDutZbSf1DTqsQVw,1,0,1,1,1,0,0
537461724C696E78000000000000000000000000,rh8cTFDmXqCX7eMNzGoJqH7oYoRsWk4w5D,1,0,1,1,1,0,0
5351554952544C45000000000000000000000000,r4reAr5oC3RRZeHnzytByB2fH6EVNcuHWt,1,0,1,1,1,0,0
4E75676765747300000000000000000000000000,rUydtnatCegybd7JTJfVYmBozS5Z3JBG22,1,0,1,1,1,0,0
50454E475A590000000000000000000000000000,rpVJKFpzsKFBD9x7yLYk46trd1PhzCs2VN,1,0,1,1,1,0,0
585452554D500000000000000000000000000000,r4GCeeesPJsibb5fNTeJ45oi5normgPGe5,1,0,1,1,1,0,0
544F5249414E0000000000000000000000000000,rssPXW9mUTVyEfV7NUjhLYu7nhnmJ6ZZxf,1,0,1,1,1,0,0
4D4153434F540000000000000000000000000000,rMU5qJ3bGH1VZg22C2KRJpNdt4wRrQRsEP,1,0,1,1,1,0,0
5351494400000000000000000000000000000000,rfxVg7qwW2qquKdoZkQ2EDNke5ETJJhhDS,1,0,1,1,1,0,0
5452414300000000000000000000000000000000,rsZ6a1Z8EZ7jJUtSV5E1h8fKr9R4BW9TTT,1,0,1,1,1,0,0
53696C7665725800000000000000000000000000,rPWHgEf11HWkfr6vq5gukCUEYSgitmX7Tp,1,0,1,1,1,0,0
5850726F70686563790000000000000000000000,rsFRFhgXUQ9RF1NmyLWMRyggFuJnUGzBUX,1,0,1,1,1,0,0
WMP,rn7uT75Q2XK6GiVkbPWj5HsQq8tH6JRjA5,1,0,1,1,1,0,0
42494E4E59000000000000000000000000000000,rsKDgTn1pGMYh73uCRE1dmTF9t2trFVQZc,1,0,1,1,1,0,0
426974506F726E00000000000000000000000000,r4pXY3GocTm8Heeew1vxsU8btABQq6Hqp6,1,0,1,1,1,0,0
XPF,rBkgW1AnZVLsabCSjLWmWGQ8bafvEbFHM6,1,0,1,1,1,0,0
WEB,r4GmEFR29NgEyN2coRmHLtzu4HeRg4DqJy,1,0,1,1,1,0,0
41494A4F45000000000000000000000000000000,rGkB7AVzyYcUveGxnN455UC4LCRRewdvrg,1,0,1,1,1,0,0
514B495454590000000000000000000000000000,rDH4j77czJ2tcehLGukV76HKzPqw9PHJhA,1,0,1,1,1,0,0
5155494E4F000000000000000000000000000000,rDxc5k2YRVeU7RnCoa1uSabsiJvQ1e5Jai,1,0,1,1,1,0,0
XPD,rMHwiU4TZUwwAwym3syK31eFA4yWUVnD5G,1,0,1,1,1,0,0
61726368696C6C65637400000000000000000000,rMn91WD6ysd9ScP9a3BE4b4Vtq8wFX7Yd5,1,0,1,1,1,0,0
5852505445415200000000000000000000000000,rs4EgqwVHZU1tjonam5QrRPRnRAztVuxPV,1,0,1,1,1,0,0
585250466F780000000000000000000000000000,rHqNxfEUZCECpPTpFSprFm45CgvW8Zxzjo,1,0,1,1,1,0,0
5261696465720000000000000000000000000000,rsWEsEFXuvhxLQ9Q1NjtnG66TgErkq9Lqi,1,0,1,1,1,0,0
BAG,rNeYbfb9EDV8c7mNfUuooEEYYzMcEuDFbr,1,0,1,1,1,0,0
5852444F47450000000000000000000000000000,rLy8D6wG2fMszhzCWFheB2gB4mcdcpCyPN,1,0,1,1,1,0,0
414D524341000000000000000000000000000000,rNV7JR4X4oocH1KXJswWjxTdHZh1hLvLe,1,0,1,1,1,0,0
444F475800000000000000000000000000000000,rJrvRpBAThBvAFfpCGVEH2p88yNuG5ytDW,1,0,1,1,1,0,0
54524F5048590000000000000000000000000000,rHivdqC7gwKdoqFBqPNTSJBnh1aSjAc9rd,1,0,1,1,1,0,0
5245494E44454552000000000000000000000000,rhm7UUPvYZ5RPacMtgsP3NYXWEoPY4uX9f,1,0,1,1,1,0,0
584A4F4500000000000000000000000000000000,r9EMtVA53LhLt4Ab6qQkqWYnWhV5ggAFPs,1,0,1,1,1,0,0
HCX,rJ8AhDaFk9S8Auu6bt6A5z2yNABqW8TK9n,1,0,1,1,1,0,0
