token_currency,token_issuer,dex_tx_count,overlap_tx_count,amm_rows,amm_tx_count,amm_unique_ledger_count,clob_leg_rows,clob_tx_count
TWF,rfRrj6S2hkBZBN5V86dNTDVAQdofZejswa,37,0,37,37,31,0,0
4D42353839000000000000000000000000000000,rLV1d3oPf6rg8wUZLYdGCzXoVWsAhz5TSX,36,2,36,36,29,2,2
4246555A5A590000000000000000000000000000,rnbuoW74xQcR6JB4R73hch2zUfyNNkeJKu,36,0,36,36,21,0,0
5842544300000000000000000000000000000000,rMtcsuUrcXHdhz2rC2FkKqo1RXP12Ez8bd,36,0,36,36,17,0,0
5852504A00000000000000000000000000000000,rDsnT2uvE3qoBjJVyhbjozfBECyPiaJiuo,36,0,36,36,34,0,0
46494D5000000000000000000000000000000000,rsharraVubinb5H1J17Zb5voPeqmLPdyPD,36,0,36,36,25,0,0
446F676F6E6D6F6F6E0000000000000000000000,ruoKpbc1WiCJwxnnHSthFWoa9DDkiAgn5,36,0,36,36,22,0,0
B2X,rGGq6KDhhi8wkjBPG3QohwWGMhssu8fGtt,36,0,36,36,31,0,0
PHI,rpPHiy4moJAmgABkHoLtsGvMQHq4sTTL65,36,0,36,36,36,0,0
4C45444700000000000000000000000000000000,rPvKPe13jyCyVWyzGhA8obji4E57JUM3qK,36,3,35,35,32,7,4
4172616D636F2058525000000000000000000000,rARamcoH7GV7Uu2AYhqrikgnQxXyJueiZ,36,1,5,5,4,32,32
636F7265756D3331383639343735623200000000,rxXXXeMX8Gy5YvibvGLnQJ1XKKD7UswM1,36,0,0,0,0,37,36
5553445400000000000000000000000000000000,rEQzy48AY9EFGGGh5uUcUWqpLhzNUxDiaW,35,0,35,35,30,0,0
5A554C5500000000000000000000000000000000,rLcoMGVSZDWz3rWheEbPpeQMq2MNfmUoLb,35,0,35,35,28,0,0
4E65787573000000000000000000000000000000,rsQPxboTqaeoiBbwnBAdbimqMmFWUMHNMR,35,0,35,35,32,0,0
5843415348000000000000000000000000000000,racPKcAbdj11JajUMduN5GbL35LzB55Hgs,35,0,35,35,30,0,0
57696E6E65727300000000000000000000000000,rpEbenyLWZexqEMfwhpstzuHBmnSDgfNpm,35,0,35,35,27,0,0
D9S,rTNRpidubUgTa6DuXNibaP3GNT1wVm3ji,35,0,35,35,30,0,0
EOX,rannNmHAhrPANm58xhL1oUCjBoDsHgLT3t,35,0,35,35,24,0,0
48414D5354455200000000000000000000000000,rJwGAuKGPCXrSD3JAhUqGvdy6wDLjecmeC,35,0,35,35,35,0,0
444,rn9DwqP4PFXjSUvMSJRbDodP1fpnm9suSm,35,0,35,35,23,0,0
PHY,rUC2zeAzZQJdg4ePdB8snzkcEdLC5vwvbK,34,2,34,34,18,2,2
534E495045520000000000000000000000000000,rhVtUsVoSa6PxE7kwGbeXN9THCSzGv76QG,34,1,34,34,22,1,1
7872706D656D6500000000000000000000000000,rJSZvnJ4xRZFvUQhy5nhetAdMFjMyyRog9,34,0,34,34,30,0,0
5472656E6368446567656E730000000000000000,rs7Uk6fRxH3SMc6Qf1KvJHAXTbrpQ5oWMc,34,0,34,34,29,0,0
46574F4700000000000000000000000000000000,rHraNgVUGzScpcyGUWrNo3GXUBSdEb6TdV,34,0,34,34,26,0,0
4D4F5A4553000000000000000000000000000000,rfgFrakuYyfuCyEo2sxYqx48mA9DjTAtgC,34,0,34,34,27,0,0
4641495448000000000000000000000000000000,rfeSrMKMvyb3MSMnQRFZ1Dwd9KHS6g49ZT,34,0,34,34,30,0,0
4255525200000000000000000000000000000000,raPj1av8BzAUi3rgXzFmSqbk4i1sQvJhDq,34,0,34,34,21,0,0
4861736269000000000000000000000000000000,rBAdYUxvSzoDXfiDQWMuGwh7LNhZmqAiGV,34,0,34,34,16,0,0
4B494E4700000000000000000000000000000000,rPdB1iXSd1G5QDbhqCgd4mNcjuMMPhQKAG,34,0,34,34,19,0,0
5445534C414F5054494D55530000000000000000,rwgspruHJ8tqduQx13zRPcacBwn4BojfNV,34,0,34,34,20,0,0
5861686175000000000000000000000000000000,rGesZh2e1xNSaiXZEYBZofu77kFH9D66eX,34,0,0,0,0,34,34
ZOO,rLnBffKygdMw39ikvTpxFStUVFhiugRCMH,33,1,33,33,25,1,1
XNX,raDDJZ73m7ouH4CSTdiFS4fJ6GWctt2qVF,33,0,33,33,32,0,0
46555A5A55000000000000000000000000000000,rn8iqr269bBr623nAUcrvzesjji8S2nXbS,33,0,33,33,16,0,0
IMT,rsDiDduros3qdwr5ZrxxmnWbN6xN8x6Lnm,33,0,33,33,31,0,0
XGO,rXGoXGoNeTTjPFVjzsmWWdFAMp7Lv3P4i,33,0,33,33,32,0,0
484152424F4C5A00000000000000000000000000,rGWqTnwBvyiGmUEKcexHkmEFJEMuK8hUkX,33,0,33,33,32,0,0
584C4C4100000000000000000000000000000000,rLBvvdXMkqpEhMZDMR5x2wFGPnoLamokoE,33,0,33,33,15,0,0
4A454C4C59000000000000000000000000000000,rKHsxmaqf2SfcyU9LRi3VyjpAtyg6ZrQMp,33,0,33,33,25,0,0
4A45545300000000000000000000000000000000,rHz5qqAo57UnEsrMtw5croE4WnK3Z3J52e,33,0,30,30,29,3,3
4653524100000000000000000000000000000000,raDGMXwuYurkcpj7uiwZEKs47jb5DFVuQb,33,1,3,3,3,31,31
4C41454400000000000000000000000000000000,rnGvMu8P6evJEYY4cPyzcy4N1m5gcYRjaH,32,0,32,32,32,0,0
4641524C45590000000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,32,0,32,32,29,0,0
4C69717569640000000000000000000000000000,rsAsJnTycv64dp9GDaxAttfnHbDo7mW4iP,32,0,32,32,19,0,0
5553435200000000000000000000000000000000,rHSQ8cDu2XkxTCYBYU2baB8nBWiw3Nb3Ky,32,0,32,32,24,0,0
5472756D704F6E58525000000000000000000000,rK3AfYnoPdoD3ddCSGXAytM6urefuP3QGg,32,0,32,32,30,0,0
476F6C6442617200000000000000000000000000,rMHUyk178LJxd8Ku1EmaVwzz2hQ1VQdvYp,32,0,32,32,23,0,0
ADA,r38Tr3KPXvq9sEQ84jZ8XkjvmrQLuTMLQP,31,1,31,31,21,1,1
4C4F4F5400000000000000000000000000000000,rpcgQD1H9w8zqTFANgx6ApcYHCcLAvBgoi,31,0,31,31,15,0,0
4368617269747900000000000000000000000000,rGfX5v4zHeu6SpepPzoHwwFPWUbKVGLCBS,31,0,31,31,18,0,0
464C415245000000000000000000000000000000,rwtqtB1UV46C4tU5bjVW5CN16FJhJnpCVn,31,0,31,31,22,0,0
5351554944000000000000000000000000000000,rs2yjvYwL956bmWzQgcghh2Vp7wCkQ1HBc,31,0,31,31,13,0,0
4D454D4500000000000000000000000000000000,rHHj9v89MNfFKoZM6VDaWsQ5DsMVvLLVVW,31,0,31,31,18,0,0
4445434F44454400000000000000000000000000,rE6vvgNaqndxrUtbozpgMVoBFmQFVmtTwv,31,0,31,31,17,0,0
4348454554414800000000000000000000000000,rhgcrbw8vMxiSRMnNCuJLdx7RXi9SsKUpd,30,1,30,30,23,2,1
426567696E730000000000000000000000000000,rB8mqeaGGjtEfvMqpGeciUAKPNT4coZvVg,30,0,30,30,22,0,0
424C4F5700000000000000000000000000000000,rLfGunDw3ggMnbfd5ZJcTgNzvQ3TXDS8iT,30,0,30,30,20,0,0
4652454E00000000000000000000000000000000,rn2LQ77ZvtURQikmPTjonVN8A1uyKiThBt,30,0,30,30,22,0,0
5852504865616C74686361726500000000000000,rfbdGCad6v8R1UFz3aRoXxHJQhS2n3cmAD,30,0,30,30,21,0,0
SMI,rDfb4Rkq74DK27PKgc2i62cp18F1TNVnKg,30,0,30,30,25,0,0
EXP,rKej9auh2hUjxQELhxmVQr9ddZXJGNivrx,30,0,29,29,27,1,1
DFI,rUY6tjGN8PJDVyVFLztRZLmPZ8uTBUfa2Z,30,2,23,23,20,10,9
4E75747300000000000000000000000000000000,rBpdegD7kqHdczjKzTKNEUZj1Fg1eYZRbe,29,1,29,29,22,1,1
4E49434500000000000000000000000000000000,r96uXvCJxe3Yeeo9wCtJsLSpJiFUz2hvsB,29,1,29,29,27,1,1
4D454F5700000000000000000000000000000000,rDaD5wTewEBv2qW2xa6Df3pZZCapfCoCZF,29,0,29,29,14,0,0
484F444C584D4153000000000000000000000000,rnjk1afMi1kLafdeKvJVpgbCy8HCzY4Vuc,29,0,29,29,17,0,0
5050445247000000000000000000000000000000,r9dXAv7jDZh3dKpJ1rmCFXDMheJopjT2tH,29,0,29,29,14,0,0
5045455045450000000000000000000000000000,rwWbUZu1F8oazceJkzHvuBKZmEovikh4kU,29,0,29,29,23,0,0
4A4557454C000000000000000000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,29,0,29,29,15,0,0
LXA,rMa6n3DhTqwDGwU6ZquX1iSuaY1tCNLziY,29,0,29,29,24,0,0
534D4F4B49000000000000000000000000000000,rpHyEYhaL9edeXWr7spsGUbo8n13ivzzty,29,1,28,28,24,2,2
4F42455900000000000000000000000000000000,robeyK1nxGh6AKUSSXf3eqyigAWS6Frmw,29,0,27,27,27,2,2
CR7,rsUsKLxVo4JYPc7MZV8ZpaZ45tznJQsApC,29,0,25,25,16,4,4
XLM,rLZzuKj7Q8N9syvCvBanu85XNoSodwppa3,28,1,28,28,18,1,1
42756C6C58525000000000000000000000000000,rNag3xV3LiMZoYy1v17bUiRa1xvWRJCMgy,28,1,28,28,14,1,1
4C75747A00000000000000000000000000000000,rPsj3Wx1BroTEDYukXVRmQJuwoMrZivk2s,28,0,28,28,25,0,0
262,rPTVSsQTeZGfLTEociHb2sqaGbBHxX4co4,28,0,28,28,23,0,0
SPC,rhnvCzgjfeK6Qabq7iTYcJc2h23483nriX,28,0,28,28,21,0,0
244D6F6F6E000000000000000000000000000000,r4JTzBFCy15EJjUXwT3WBhckgZCffp4A5T,28,0,28,28,28,0,0
4B4E454543415000000000000000000000000000,rEjZNhQu8Gtx5Xj7A6hkEyFudC1ALuSsqC,28,0,28,28,27,0,0
4D494E5400000000000000000000000000000000,rwCsCz93A1svS6Yv8hFqUeKLdTLhBpvqGD,28,0,28,28,28,0,0
NTB,rpZoM9f7QCntgN9e2rtP9AhNDUhw94VKZp,28,0,28,28,19,0,0
5343415200000000000000000000000000000000,rMEVTHq7dqKnRLApo76wH4fcTfoeQjJXM1,28,0,28,28,16,0,0
5A45424543000000000000000000000000000000,rwdoeiom1NB1ej1VnudotuXZhjcmrxaKtm,28,0,28,28,20,0,0
5852505245530000000000000000000000000000,r9nvMKAqUvDpmu62oWw6FkagAbqxBcthRR,28,0,28,28,25,0,0
47414E4A41000000000000000000000000000000,rGANJALabaqx97uVbBzy1utfabwkrcd3v3,28,0,28,28,27,0,0
41524D5900000000000000000000000000000000,rBjwpysTh5QLicFynPtWTsU8AEe9vqrU8V,28,0,28,28,28,0,0
5741544552000000000000000000000000000000,rESKTBrjdPoipRbwvUx78pyroj9rDQHE6i,28,0,28,28,16,0,0
52454D4F00000000000000000000000000000000,r9qwksEcradcTQmU3Cz2mmmLVXUDfttNos,28,0,28,28,24,0,0
M1N,rNyz8UNizxLQwEVqdgHM8R6SEpAdKHuwca,28,0,28,28,15,0,0
4555544853494C56000000000000000000000000,rDN2BrJh1RAJrReAi48hVUkYAhZ7W2hh9k,28,0,28,28,27,0,0
244254434B000000000000000000000000000000,rUWehZhgLx8DTRSP1tQfmHUUjGysLRgxw3,28,0,28,28,22,0,0
636F696E62617365000000000000000000000000,rBASE5KtDVqaWCTpQatezWfc4cZV7eDuyB,28,0,0,0,0,28,28
4D4F4E45594752414D0000000000000000000000,r9NgN3rBHu2Chw3ZE36RjTderimNhUEKsH,27,0,27,27,19,0,0
50414E5448455200000000000000000000000000,rpSB11Mc8SFHq9VHrLadGbWiNmsaVDMzYf,27,0,27,27,23,0,0
4C4547494F4E0000000000000000000000000000,rHqW82n6KkBr6Utt7ktC2VVSw6tF3Nw8HK,27,0,27,27,27,0,0
4655534500000000000000000000000000000000,rs2G9J95qwL3yw241JTRdgms2hhcLouVHo,27,0,27,27,26,0,0
424C454550000000000000000000000000000000,r3a1Rx5dnVswkib3piRqriSVoVU15SkRxc,27,0,27,27,15,0,0
474F415400000000000000000000000000000000,r96Ny5BTU3z4Aw4BfiMJ7RTgDa5iE17u9t,27,0,27,27,27,0,0
524C555344000000000000000000000000000000,rGovFdpM9LHE5U6DJVR3mLcpAMAxTJffWH,27,0,27,27,16,0,0
50554D5000000000000000000000000000000000,rH9ka2m4mxDCLVXhh2awjxPnmkfiANS3Ta,27,0,27,27,24,0,0
5852626974636F696E0000000000000000000000,rGQaHbQHCsTLQtboQPwUBasXjLvk8uDbpT,27,0,27,27,27,0,0
5748495445000000000000000000000000000000,rwhiTEoBfXEfXT3VeXomX6b4k4Jn85Pt75,27,2,26,26,20,3,3
SEC,rKrjzz3fN8inpeG8fZAinuyen7ZRcsRvB9,27,5,23,23,19,18,9
IGC,raP6XZypcFR1WkDzaKjv91FtYRCURvePWW,27,6,18,18,16,80,15
and,rs5zZN42NGy9VdEMuTgU6NVPqpBZQRZ2bv,26,3,26,26,14,4,3
5852504541434500000000000000000000000000,rs7o9HW7t78kiWgQraSq2GD8Yrt5pWTqbt,26,0,26,26,26,0,0
RUG,rUnzTAWSTfzxv2spUuo8DrnUCT933KxUoo,26,0,26,26,22,0,0
544F585200000000000000000000000000000000,rpr6SVYkt3SAgaZvX4YB3eURytMV18TuWv,26,0,26,26,18,0,0
58584C6564676572000000000000000000000000,rsPtbhcvekEFhXAzeUrEyPTf2NpEfqnXYz,26,0,26,26,20,0,0
IAM,r4nmbMuWJMduJe7M3HfyqpN6GCvBmRkxhh,26,0,26,26,24,0,0
5850524E4554574F524B00000000000000000000,rBE4abKA7aVLnFZ4YHZPZU1y1VfzzjZ1bY,26,0,26,26,16,0,0
585250414C504841000000000000000000000000,rHZjr5PTAqZf2AYnZSNiB7aHJ68Adv33hi,26,0,26,26,25,0,0
747265786C697665000000000000000000000000,rLGgaMvvXFr5t5VSQpyWCcpXZ69KQQHtpW,26,0,26,26,14,0,0
58494E5500000000000000000000000000000000,rDF3GR73whcAWwgEutczwAYU4sNGB8sJqe,26,0,26,26,13,0,0
244D494C00000000000000000000000000000000,rKqxE5XGFJMcxX4SPBj7vEW3o15TAz7ZpS,26,0,26,26,14,0,0
7847756D70000000000000000000000000000000,rQHg8GBCEECaFb5MhKAhRgBoG87nuriko3,26,0,26,26,15,0,0
5852503200000000000000000000000000000000,r9rRLst96Ue4YTDQkWWkX1ePB6p6Ye4FkA,26,0,26,26,20,0,0
4C52554200000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,26,0,23,23,23,3,3
474F46554E444D45000000000000000000000000,rhPzhYmZfr9AGSvBdAYxsgBhC5WEqPM22M,25,1,25,25,16,1,1
57414C4C45000000000000000000000000000000,rPDgpxuJZ4Cwr4Wkfx1iTo5rsAQE2dL4sN,25,0,25,25,25,0,0
5445535400000000000000000000000000000000,rE1awhjJb7sF59HyG1LazSiqK8NpUHb2F6,25,0,25,25,19,0,0
5857415200000000000000000000000000000000,rGwKgaoAzNhqEJsMsz3y6Qnh9E19MEhpLe,25,0,25,25,15,0,0
524156454E000000000000000000000000000000,ra3HRoGnazzmWn11fpXpP2XWqbuwqidDjD,25,0,25,25,17,0,0
XMX,r47Xk5Q2RB3YtBGMiSG8LYhguWG7TonVQ4,25,0,25,25,24,0,0
5343527872700000000000000000000000000000,rPyq5PomtBALYQvLVBS2JjUwh9YwmWkPef,25,0,25,25,21,0,0
4445424154450000000000000000000000000000,rKGBqprFJUN9yLJPmcyxh2qbuXxG9Lp8m4,25,0,25,25,25,0,0
524C434144000000000000000000000000000000,r9qGmcZqghbBMo8ccJ3gSF8TSkUAncXFSa,25,0,25,25,10,0,0
NSC,rUHdYaGrQWcbHnQQTELsAUXTWpkMwokchJ,25,0,25,25,17,0,0
4242465A00000000000000000000000000000000,rfAvw8LpBG68oTVs62uKYd8wPckP5JbJsG,25,0,25,25,12,0,0
MON,rUWv1Zu1FRckKRQksuRDrEbuDaRfLKeoW,25,0,25,25,19,0,0
5258525043000000000000000000000000000000,rLceY41obSTuYxXL5Q3KW68jQ7bx4UpxhF,25,0,25,25,15,0,0
ssh,rhkLcwQUQmRRY6E4ko4Rddsf7Hw6RSmKAa,25,0,25,25,22,0,0
SKY,rSKYachd4cqUgztsTr83mEKTAcNZG4Ez2,25,4,23,23,15,6,6
47616C6178790000000000000000000000000000,r3Si5cWtHZZuKXQERoaTKc7Vhw53RdGi2A,25,0,18,18,11,7,7
42656172636F696E000000000000000000000000,rsTipkxT5yXwBzDDyfdCExLX6Uzy4KpRzk,24,0,24,24,23,0,0
596F755475626500000000000000000000000000,rGqyk38CZ5fD2LDKEoM3XNgkNJ6Eo2c1Mj,24,0,24,24,24,0,0
4442585250000000000000000000000000000000,rNAtSgkHdirh1aVbDFDyApZrhhFHSRSWJK,24,0,24,24,23,0,0
5669766F706F7765720000000000000000000000,rX3B7rGYeB1T5VhsRasuDZ6Z8fgooj9bP,24,0,24,24,13,0,0
AOL,rNdvnjS37QtXjTaS2bjGwswyMfbDzmmzmU,24,0,24,24,16,0,0
V4X,rpQGJytq4h4D1uLJENkoGQMW3D3H3d3CFy,24,0,24,24,21,0,0
58474F2100000000000000000000000000000000,rnucXjMr92b229V2KHgjG6V1Hz3JjsgqQN,24,0,24,24,21,0,0
5852504C7963616E000000000000000000000000,rBwoNZCdQZT5qPiozx5VFeA3ippam18WPn,24,0,24,24,17,0,0
42454E544C455900000000000000000000000000,rUW7zPkKa2QqMH2jm3PE9WqL3G4oWZL3Hj,24,0,24,24,18,0,0
4C434E5900000000000000000000000000000000,rfL4Sci2ag5hhkpDuqtWYov6j3mshVWLgU,24,0,24,24,24,0,0
MEW,r4v3KoGVdb5qVrbv8MXv2tvkcW6CRteQJJ,24,0,24,24,13,0,0
5848554D4D494E47424952440000000000000000,rEbLHaoLtVSigsMHY5Uv1dcVqVp3WDcw23,24,0,24,24,18,0,0
4752554D50590000000000000000000000000000,ra9UE2hHy4AaLeEvbj6gKFPF1DWP2K8kT6,24,0,24,24,16,0,0
4D494E4552000000000000000000000000000000,rfUKBRQaXKu5MALzxYWwCo7xo5VoP8RmV4,24,0,22,22,15,2,2
4658525000000000000000000000000000000000,rNqkCNwg7kBRi3uFKwqRK9gTSM8bcey74E,24,4,18,18,16,14,10
4754726561737572790000000000000000000000,rGTRSyN3NbeC52Abw9dbhkTVBTP6FxMjno,24,5,17,17,17,12,12
4475626169204C616E6420446570740000000000,rDubAia7YiqfDNJ3m58b1kcxxeGEJ7MZiW,24,4,17,17,17,11,11
5357495443480000000000000000000000000000,rJ8jyXpdAZhfxMamtLadk8LYFxd1ff6iKQ,24,2,14,14,14,12,12
53414E5441000000000000000000000000000000,rMstYQstVJwTu73mhP3nRrBnveEckRibJb,23,0,23,23,9,0,0
4247313233000000000000000000000000000000,r9hYS3aVS1Z8PkcdXZcDkizJwL5W81v1nS,23,0,23,23,13,0,0
5852504554000000000000000000000000000000,rKTEk5ffQFv9365dNAG1KKovQnmRsmKwwm,23,0,23,23,14,0,0
4D4F464F00000000000000000000000000000000,rPzMosAb5zNhPh6hmHYqiNvGrimWFSU8Tj,23,0,23,23,22,0,0
BUT,riQtZKAtGWGRThMNBGz8RtLGAKHd7Za8x,23,0,23,23,23,0,0
436F706500000000000000000000000000000000,rLdXDznwpr1U6m5Qvn3eqZUBPocshVyHtU,23,0,23,23,12,0,0
4D41474943000000000000000000000000000000,rwCsCz93A1svS6Yv8hFqUeKLdTLhBpvqGD,23,0,23,23,20,0,0
5553444D00000000000000000000000000000000,rpa92tGWP4bEAC8NPDMQxTydwn8Nshvdtd,23,0,23,23,22,0,0
454C545800000000000000000000000000000000,rGKurJuXMTeiwfDwsEhdMXdMog8wtDw4VV,23,0,23,23,19,0,0
524944444C457800000000000000000000000000,rBCNMMKxE4uiQ8ePZvyiL6DVKmeUZLBTJS,23,0,23,23,23,0,0
BPM,rDBMvpjV6DoWvr3LqMUG8JBgd4QbBoU1E2,23,0,23,23,20,0,0
5852504D6F627900000000000000000000000000,rN8qgE9CY37KdRaC1nmiyGr8unBBDu8Wa2,23,0,23,23,8,0,0
414D415A4F4E0000000000000000000000000000,rsCZYmLtqEYHzDeqoXrrS4fV4gLfCkb7yf,23,0,23,23,15,0,0
58474F4C44000000000000000000000000000000,r4XSSBVGENvgUrZFijX8xvsJtp9Mi2UPz9,23,2,22,22,18,3,3
57454C4C5320464152474F000000000000000000,rweLLZYZhKdnVPTFSaUFhGUNTbGkWMx6SJ,22,6,22,22,16,6,6
4252454144000000000000000000000000000000,r98uTTiEqCmn1vQ8LRp3smxb8zMwnm6PgA,22,2,22,22,16,2,2
524C555344000000000000000000000000000000,rhGrdCU1aWyRbYBdYwtVNhNZNiNofxZn7B,22,0,22,22,20,0,0
4272657474000000000000000000000000000000,rnoaFnYoKUeAyQ3cR9qEQxwtpvvR7wYsg8,22,0,22,22,10,0,0
535441524C494E4B000000000000000000000000,rw7MxK2TUF8Uihbnd5bDxrFzzNhe2zto8j,22,0,22,22,15,0,0
YDA,r3ZPP1b8FnWrX3zjgPvkFG5e7h8jQH1nNt,22,0,22,22,14,0,0
476F6C6447000000000000000000000000000000,rawqGnM2BXemW8FWTzAcwDHyDWW6LrYr4L,22,0,22,22,19,0,0
5553444254000000000000000000000000000000,r99HyBKw2i1UHDqWqyfBrg4uoi5DjVyrDi,22,0,22,22,16,0,0
454D5045524F5200000000000000000000000000,r3cCmt9E6mJWgF2iFAFDZ9JwTP7TnF5haa,22,0,22,22,22,0,0
46555A5A594245414B0000000000000000000000,rEAuJypKfisMWsrGmv29m7ojVBFrv7ucCv,22,0,22,22,13,0,0
56656E7573000000000000000000000000000000,rEiwvPos7uVPYbGcSCLfxdkYygEeveMkA7,22,0,22,22,20,0,0
SOL,r4R93sHvTJNtkgtDNQZkzQBjEhhbtnpegy,22,0,22,22,15,0,0
HAT,rM7mjqA1eBGWD4ZoqayEwkQeNuLD6o2Ceg,22,0,22,22,13,0,0
434143414F000000000000000000000000000000,rwaRokYT5NfD27MVSg98xKeJ4yUeUmNLS3,22,0,22,22,17,0,0
666,r66623XDaGH2kRMXNUSrDJQC7M6RajPEA,22,0,22,22,22,0,0
444F474500000000000000000000000000000000,r5nfscFJpBrNXW2P3tYft1o6amygdTsHD,22,0,22,22,18,0,0
XFT,rJCUzsnhARPQSn3M7k1QYa3fTQS9REuRAi,22,0,22,22,22,0,0
43414C56494E0000000000000000000000000000,rhQuMhhScGd3pviMRWx9ZtdP3RjMR5ZrGT,22,0,21,21,20,1,1
4C4A505900000000000000000000000000000000,rnyGDFEqnNwpyzievKCMhHUi4xs6HnUqPA,22,3,19,19,18,6,6
BNB,rsL5YuuidUu5zqSDdf4KQEpp3eHdPy2yes,22,0,0,0,0,23,22
FLC,rLe4waCbYHw9ZGfgPq7zfzsKh6fFMzomfN,22,0,0,0,0,22,22
526964646C657200000000000000000000000000,rNVMTogP91jDeT18nLVFfPT6eDqE6hwTBa,21,1,21,21,17,1,1
XRG,rB72JVaTCMABwi9NEfWmgeoBabD1xTsDjn,21,1,21,21,15,1,1
5249425400000000000000000000000000000000,rL1ECysRrKeR6BqvnN3wuJh8t3SdmYXsPQ,21,0,21,21,11,0,0
4461726B4D616761000000000000000000000000,rErjfhYUygwU79kFDNqsumoYwns5hFyZvP,21,0,21,21,9,0,0
5441424C45000000000000000000000000000000,r9r21Jp9HB8R2sgeoqnBDQuCvM4XsnYtLW,21,0,21,21,9,0,0
44554E4B494E0000000000000000000000000000,rJRpLmhpxbMiTaKCSKnQ4JQpUTHJEwpFXf,21,0,21,21,19,0,0
455A525046000000000000000000000000000000,rBmF4saGP7iHFAH2xnHYNruUoL2SzBa2wP,21,0,21,21,13,0,0
506F6B6900000000000000000000000000000000,rMWx4Af9dMTLTfeWoJuPMYT6j4377pWYUS,21,0,21,21,14,0,0
XrF,rcW5ZmK1WnEZBzo1QV6uwBWNriEKTMi1a,21,0,21,21,16,0,0
53414C5554450000000000000000000000000000,raJYfWy5z2KMwAMRDGmV1b4f6biZVmcZvD,21,0,21,21,12,0,0
ONE,r4Zv563BubbfTL9cscwkddje26m5LVwnn9,21,0,21,21,9,0,0
4B494C4C41525900000000000000000000000000,rPj9dLmDjv1s5az75X2Ps1ArBFCPaKmWyH,21,0,21,21,21,0,0
4E4554464C495852500000000000000000000000,rXMk7pJuif1gArUF6BM84JSmrvqY8Y3hU,21,0,21,21,7,0,0
4250474E53000000000000000000000000000000,rBfkJgr1J4zS5YvJLahNtHDso1pt1H3eAs,21,0,21,21,13,0,0
4D454D456F665852500000000000000000000000,rQaxhUnDKXYJGcpr1yfr7Fh9KrNjRcMEWC,21,0,21,21,9,0,0
5041574E00000000000000000000000000000000,rEwS2wPQUKQK2r52vpk5jLEzC8c38TjDVC,21,0,21,21,13,0,0
4252544F00000000000000000000000000000000,rKkYDqhye97uBNYqSDdKSKpa3YsScnd7M7,21,0,21,21,20,0,0
524950504C455249434B00000000000000000000,rURCHiqRUyZypF3ihsZhj5myWnWpbmKL6Y,21,0,21,21,20,0,0
46757A7A7946696C657300000000000000000000,rfx2Zgj9RJjF9v4ruKcaNu4wWeu7MQy7vP,21,0,21,21,18,0,0
4241525259000000000000000000000000000000,rP7iwKLTiFwU7c5DCu53RfHJB1Ey9rGuNp,21,0,21,21,21,0,0
5245414C46414B45000000000000000000000000,rKLADfhnPJTDMfyxjSmoHyCPBqHMK33JdG,21,0,21,21,21,0,0
425452554D500000000000000000000000000000,rKGRaTskw8zEb8M48tHCW47VPKTqyYCwzq,21,0,21,21,15,0,0
4252414400000000000000000000000000000000,rBRAD8ntFu3yFhpoo7uLjj4EbVi2UQ1EMR,21,0,21,21,15,0,0
4249545852504554460000000000000000000000,rhZytyztPBcBjmUTyJoBaY6eRSPh5x8mfe,21,0,21,21,15,0,0
245852504C656467657245544600000000000000,raChAW5DVscGKimsCFLhHREpD86NsLF74Z,21,0,21,21,21,0,0
7761766500000000000000000000000000000000,rUHYqo2P9cmcPFmXYmnxMNhLNQrgzrDPpy,21,0,21,21,21,0,0
5852504C657665724E6F72746800000000000000,rEp9UmDRHGoeUqAJxNEpUZ3eVjWVeQoDeB,21,0,21,21,17,0,0
56454E4F00000000000000000000000000000000,rh2dU7N2BrqBPfb5S64km5Td2Kw6fSAKSd,21,1,20,20,5,2,2
4C43414400000000000000000000000000000000,rnGvMu8P6evJEYY4cPyzcy4N1m5gcYRjaH,20,1,20,20,19,1,1
5A4F4D4249454150453137360000000000000000,rKxBBMmY969Ph1y63ddVfYyN7xmxwDfVq6,20,0,20,20,18,0,0
5852505472656173757279000000000000000000,rGxdBpfo4RdW1BDRQL4u1pWpHHAakPTuST,20,0,20,20,15,0,0
BRC,rUUW2tcpPCY2PfMKgFZwc5QDQ3vPXTzJUQ,20,0,20,20,19,0,0
47524F574C590000000000000000000000000000,rp8Nohi2CB8GEChiKpwDoAdcigC4aNdfra,20,0,20,20,12,0,0
414D5A4E00000000000000000000000000000000,rn3oXfC2SPGrCi4rfWkKQRkCmN7TL8d49M,20,0,20,20,12,0,0
4250474E53000000000000000000000000000000,rM1M9JccyZbyiqc8AYbZaYDTgCvvNKE3nP,20,0,20,20,14,0,0
HOX,r48gbqPdfPYDS5ANiPyEK3WUC7a3kotTNS,20,0,20,20,20,0,0
DNA,rJYVfBPEt3rJym3Bgp9Ms9ksyrdg2cTiCq,20,0,20,20,12,0,0
68797065726C6971756964000000000000000000,rwxW5Nfjuhqo2XAXmZKYXTCctkrqhn6jMf,20,0,20,20,14,0,0
